INSERT INTO `dictionary` VALUES (117219, 'محامت', 'muhammet', '2023-10-03 21:17:58', '2023-10-03 21:17:58');
INSERT INTO `dictionary` VALUES (125960, 'أعظم', 'azam', '2023-10-03 22:28:15', '2023-10-03 22:28:15');
INSERT INTO `dictionary` VALUES (125961, 'أعظمیت', 'azamiyet', '2023-10-03 22:28:15', '2023-10-03 22:28:15');
INSERT INTO `dictionary` VALUES (125962, 'أعقاب', 'a\'gab', '2023-10-03 22:28:16', '2023-10-03 22:28:16');
INSERT INTO `dictionary` VALUES (125963, 'أعقل', 'a\'kal', '2023-10-03 22:28:16', '2023-10-03 22:28:16');
INSERT INTO `dictionary` VALUES (125964, 'أعلا', 'a\'la', '2023-10-03 22:28:16', '2023-10-03 22:28:16');
INSERT INTO `dictionary` VALUES (125965, 'إعلاء', 'i\'la\'', '2023-10-03 22:28:17', '2023-10-03 22:28:17');
INSERT INTO `dictionary` VALUES (125966, 'إعلال', 'ilal', '2023-10-03 22:28:17', '2023-10-03 22:28:17');
INSERT INTO `dictionary` VALUES (125967, 'أعلام', 'a\'lam', '2023-10-03 22:28:18', '2023-10-03 22:28:18');
INSERT INTO `dictionary` VALUES (125968, 'إعلام', 'i\'lam', '2023-10-03 22:28:18', '2023-10-03 22:28:18');
INSERT INTO `dictionary` VALUES (125969, 'إعلان', 'i\'lan', '2023-10-03 22:28:19', '2023-10-03 22:28:19');
INSERT INTO `dictionary` VALUES (125970, 'أعلم', 'a\'lem', '2023-10-03 22:28:19', '2023-10-03 22:28:19');
INSERT INTO `dictionary` VALUES (125971, 'أعلی', 'a\'la', '2023-10-03 22:28:19', '2023-10-03 22:28:19');
INSERT INTO `dictionary` VALUES (125972, 'أعم', 'eam', '2023-10-03 22:28:20', '2023-10-03 22:28:20');
INSERT INTO `dictionary` VALUES (125973, 'أعما', 'ama', '2023-10-03 22:28:20', '2023-10-03 22:28:20');
INSERT INTO `dictionary` VALUES (125974, 'أعماء', 'ama\'', '2023-10-03 22:28:21', '2023-10-03 22:28:21');
INSERT INTO `dictionary` VALUES (125975, 'إعمار', 'i\'mar', '2023-10-03 22:28:21', '2023-10-03 22:28:21');
INSERT INTO `dictionary` VALUES (125976, 'أعماق', 'a\'mak', '2023-10-03 22:28:21', '2023-10-03 22:28:21');
INSERT INTO `dictionary` VALUES (125977, 'أعمال', 'a\'mal', '2023-10-03 22:28:22', '2023-10-03 22:28:22');
INSERT INTO `dictionary` VALUES (125978, 'إعمال', 'i\'mal', '2023-10-03 22:28:22', '2023-10-03 22:28:22');
INSERT INTO `dictionary` VALUES (125979, 'أعمده', 'a\'mide', '2023-10-03 22:28:23', '2023-10-03 22:28:23');
INSERT INTO `dictionary` VALUES (125980, 'أعمی', 'a\'ma', '2023-10-03 22:28:23', '2023-10-03 22:28:23');
INSERT INTO `dictionary` VALUES (125981, 'أعناق', 'a\'nak', '2023-10-03 22:28:24', '2023-10-03 22:28:24');
INSERT INTO `dictionary` VALUES (125982, 'أعنه', 'eınne', '2023-10-03 22:28:24', '2023-10-03 22:28:24');
INSERT INTO `dictionary` VALUES (125983, 'أغنی', 'ağna', '2023-10-03 22:28:25', '2023-10-03 22:28:25');
INSERT INTO `dictionary` VALUES (125984, 'أعواض', 'a\'vaz', '2023-10-03 22:28:25', '2023-10-03 22:28:25');
INSERT INTO `dictionary` VALUES (125985, 'أعوام', 'avam', '2023-10-03 22:28:25', '2023-10-03 22:28:25');
INSERT INTO `dictionary` VALUES (125986, 'أعوان', 'a\'van', '2023-10-03 22:28:26', '2023-10-03 22:28:26');
INSERT INTO `dictionary` VALUES (125987, 'أعوج', 'a\'vec', '2023-10-03 22:28:26', '2023-10-03 22:28:26');
INSERT INTO `dictionary` VALUES (125988, 'إعوجاج', 'i\'vicac', '2023-10-03 22:28:27', '2023-10-03 22:28:27');
INSERT INTO `dictionary` VALUES (125989, 'أعور', 'a\'ver', '2023-10-03 22:28:27', '2023-10-03 22:28:27');
INSERT INTO `dictionary` VALUES (125990, 'أعیاد', 'a\'yad', '2023-10-03 22:28:28', '2023-10-03 22:28:28');
INSERT INTO `dictionary` VALUES (125991, 'أعیان', 'a\'yan', '2023-10-03 22:28:28', '2023-10-03 22:28:28');
INSERT INTO `dictionary` VALUES (125992, 'أعین', 'a\'yün', '2023-10-03 22:28:29', '2023-10-03 22:28:29');
INSERT INTO `dictionary` VALUES (125993, 'إغاثه', 'iase', '2023-10-03 22:28:29', '2023-10-03 22:28:29');
INSERT INTO `dictionary` VALUES (125994, 'آغاج', 'Ağaç', '2023-10-03 22:28:29', '2023-10-03 22:28:29');
INSERT INTO `dictionary` VALUES (125995, 'آغاز', 'agaz', '2023-10-03 22:28:30', '2023-10-03 22:28:30');
INSERT INTO `dictionary` VALUES (125996, 'أغالیط', 'egalit', '2023-10-03 22:28:30', '2023-10-03 22:28:30');
INSERT INTO `dictionary` VALUES (125997, 'أغانی', 'egani', '2023-10-03 22:28:31', '2023-10-03 22:28:31');
INSERT INTO `dictionary` VALUES (125998, 'إغبرار', 'iğbirar', '2023-10-03 22:28:31', '2023-10-03 22:28:31');
INSERT INTO `dictionary` VALUES (125999, 'أغبیاء', 'ağbiya', '2023-10-03 22:28:32', '2023-10-03 22:28:32');
INSERT INTO `dictionary` VALUES (126000, 'إغتذاء', 'iğtiza\'', '2023-10-03 22:28:32', '2023-10-03 22:28:32');
INSERT INTO `dictionary` VALUES (126001, 'إغتراب', 'iğtirab', '2023-10-03 22:28:32', '2023-10-03 22:28:32');
INSERT INTO `dictionary` VALUES (126002, 'إغترار', 'iğtirar', '2023-10-03 22:28:33', '2023-10-03 22:28:33');
INSERT INTO `dictionary` VALUES (126003, 'إغتسال', 'iğtisal', '2023-10-03 22:28:33', '2023-10-03 22:28:33');
INSERT INTO `dictionary` VALUES (126004, 'إغتشاش', 'iğtişaş', '2023-10-03 22:28:34', '2023-10-03 22:28:34');
INSERT INTO `dictionary` VALUES (126005, 'إغتصاب', 'iğtisab', '2023-10-03 22:28:34', '2023-10-03 22:28:34');
INSERT INTO `dictionary` VALUES (126006, 'إغتمام', 'iğtimam', '2023-10-03 22:28:35', '2023-10-03 22:28:35');
INSERT INTO `dictionary` VALUES (126007, 'إغتنام', 'iğtinam', '2023-10-03 22:28:35', '2023-10-03 22:28:35');
INSERT INTO `dictionary` VALUES (126008, 'أغذیه', 'eğziye', '2023-10-03 22:28:36', '2023-10-03 22:28:36');
INSERT INTO `dictionary` VALUES (126009, 'أغر', 'egar', '2023-10-03 22:28:36', '2023-10-03 22:28:36');
INSERT INTO `dictionary` VALUES (126010, 'إغراء', 'iğra\'', '2023-10-03 22:28:36', '2023-10-03 22:28:36');
INSERT INTO `dictionary` VALUES (126011, 'أغراس', 'ağras', '2023-10-03 22:28:37', '2023-10-03 22:28:37');
INSERT INTO `dictionary` VALUES (126012, 'إغراس', 'iğras', '2023-10-03 22:28:37', '2023-10-03 22:28:37');
INSERT INTO `dictionary` VALUES (126013, 'أغراض', 'ağraz', '2023-10-03 22:28:38', '2023-10-03 22:28:38');
INSERT INTO `dictionary` VALUES (126014, 'إغراق', 'iğrak', '2023-10-03 22:28:38', '2023-10-03 22:28:38');
INSERT INTO `dictionary` VALUES (126015, 'آغراندیسمان', 'ağrandisman', '2023-10-03 22:28:39', '2023-10-03 22:28:39');
INSERT INTO `dictionary` VALUES (126016, 'أغرب', 'ağreb', '2023-10-03 22:28:39', '2023-10-03 22:28:39');
INSERT INTO `dictionary` VALUES (126017, 'أغری', 'ağra', '2023-10-03 22:28:39', '2023-10-03 22:28:39');
INSERT INTO `dictionary` VALUES (126018, 'آغریمه', 'Ağrıma', '2023-10-03 22:28:40', '2023-10-03 22:28:40');
INSERT INTO `dictionary` VALUES (126019, 'آغز', 'ağız', '2023-10-03 22:28:40', '2023-10-03 22:28:40');
INSERT INTO `dictionary` VALUES (126020, 'أغضان', 'ağsan', '2023-10-03 22:28:41', '2023-10-03 22:28:41');
INSERT INTO `dictionary` VALUES (126021, 'إغضاب', 'iğzab', '2023-10-03 22:28:41', '2023-10-03 22:28:41');
INSERT INTO `dictionary` VALUES (126022, 'إغفال', 'iğfal', '2023-10-03 22:28:42', '2023-10-03 22:28:42');
INSERT INTO `dictionary` VALUES (126023, 'إغلاء', 'iğla\'', '2023-10-03 22:28:42', '2023-10-03 22:28:42');
INSERT INTO `dictionary` VALUES (126024, 'آغلاشمق', 'ağlaşmak', '2023-10-03 22:28:42', '2023-10-03 22:28:42');
INSERT INTO `dictionary` VALUES (126025, 'إغلاط', 'iğlat', '2023-10-03 22:28:43', '2023-10-03 22:28:43');
INSERT INTO `dictionary` VALUES (126026, 'إغلاف', 'iğlaf', '2023-10-03 22:28:43', '2023-10-03 22:28:43');
INSERT INTO `dictionary` VALUES (126027, 'إغلاق', 'iğlak', '2023-10-03 22:28:44', '2023-10-03 22:28:44');
INSERT INTO `dictionary` VALUES (126028, 'أغلال', 'eğlal', '2023-10-03 22:28:44', '2023-10-03 22:28:44');
INSERT INTO `dictionary` VALUES (126029, 'أغلب', 'ağleb', '2023-10-03 22:28:45', '2023-10-03 22:28:45');
INSERT INTO `dictionary` VALUES (126030, 'أغلظ', 'ağlaz', '2023-10-03 22:28:45', '2023-10-03 22:28:45');
INSERT INTO `dictionary` VALUES (126031, 'أغلف', 'ağlef', '2023-10-03 22:28:46', '2023-10-03 22:28:46');
INSERT INTO `dictionary` VALUES (126032, 'أغلمه', 'ağlime', '2023-10-03 22:28:46', '2023-10-03 22:28:46');
INSERT INTO `dictionary` VALUES (126033, 'إغماض', 'iğmaz', '2023-10-03 22:28:46', '2023-10-03 22:28:46');
INSERT INTO `dictionary` VALUES (126034, 'آغمه', 'ağma', '2023-10-03 22:28:47', '2023-10-03 22:28:47');
INSERT INTO `dictionary` VALUES (126035, 'إغناء', 'iğna\'', '2023-10-03 22:28:47', '2023-10-03 22:28:47');
INSERT INTO `dictionary` VALUES (126036, 'أغنام', 'ağnam', '2023-10-03 22:28:48', '2023-10-03 22:28:48');
INSERT INTO `dictionary` VALUES (126037, 'آغنوستیزمه', 'ağnüstizma', '2023-10-03 22:28:48', '2023-10-03 22:28:48');
INSERT INTO `dictionary` VALUES (126038, 'أغنیاء', 'ağniya', '2023-10-03 22:28:49', '2023-10-03 22:28:49');
INSERT INTO `dictionary` VALUES (126039, 'إغواء', 'iğva\'', '2023-10-03 22:28:49', '2023-10-03 22:28:49');
INSERT INTO `dictionary` VALUES (126040, 'أغوال', 'ağval', '2023-10-03 22:28:49', '2023-10-03 22:28:49');
INSERT INTO `dictionary` VALUES (126041, 'أغیار', 'ağyar', '2023-10-03 22:28:50', '2023-10-03 22:28:50');
INSERT INTO `dictionary` VALUES (126042, 'إفاته', 'ifate', '2023-10-03 22:28:50', '2023-10-03 22:28:50');
INSERT INTO `dictionary` VALUES (126043, 'أفاخم', 'efahim', '2023-10-03 22:28:51', '2023-10-03 22:28:51');
INSERT INTO `dictionary` VALUES (126044, 'إفاده', 'ifade', '2023-10-03 22:28:51', '2023-10-03 22:28:51');
INSERT INTO `dictionary` VALUES (126045, 'أفاضل', 'efazil', '2023-10-03 22:28:52', '2023-10-03 22:28:52');
INSERT INTO `dictionary` VALUES (126046, 'إفاضه', 'ifaza', '2023-10-03 22:28:52', '2023-10-03 22:28:52');
INSERT INTO `dictionary` VALUES (126047, 'أفاعی', 'efaı', '2023-10-03 22:28:53', '2023-10-03 22:28:53');
INSERT INTO `dictionary` VALUES (126048, 'إفاقت', 'ifakat', '2023-10-03 22:28:53', '2023-10-03 22:28:53');
INSERT INTO `dictionary` VALUES (126049, 'آفت', '', '2023-10-03 22:28:54', '2023-10-03 22:28:54');
INSERT INTO `dictionary` VALUES (126050, 'إفتاء', 'ifta\'', '2023-10-03 22:28:54', '2023-10-03 22:28:54');
INSERT INTO `dictionary` VALUES (126051, 'افتاده', 'Üftâde', '2023-10-03 22:28:54', '2023-10-03 22:28:54');
INSERT INTO `dictionary` VALUES (126052, 'إفتتاح', 'iftitah', '2023-10-03 22:28:55', '2023-10-03 22:28:55');
INSERT INTO `dictionary` VALUES (126053, 'إفتتان', 'iftitan', '2023-10-03 22:28:55', '2023-10-03 22:28:55');
INSERT INTO `dictionary` VALUES (126054, 'إفتحاص', 'iftihas', '2023-10-03 22:28:56', '2023-10-03 22:28:56');
INSERT INTO `dictionary` VALUES (126055, 'إفتخار', 'iftihar', '2023-10-03 22:28:56', '2023-10-03 22:28:56');
INSERT INTO `dictionary` VALUES (126056, 'إفتراء', 'iftira\'', '2023-10-03 22:28:57', '2023-10-03 22:28:57');
INSERT INTO `dictionary` VALUES (126057, 'إفتراس', 'iftiras', '2023-10-03 22:28:57', '2023-10-03 22:28:57');
INSERT INTO `dictionary` VALUES (126058, 'إفتراق', 'iftirak', '2023-10-03 22:28:58', '2023-10-03 22:28:58');
INSERT INTO `dictionary` VALUES (126059, 'إفتقار', 'iftikar', '2023-10-03 22:28:58', '2023-10-03 22:28:58');
INSERT INTO `dictionary` VALUES (126060, 'إفحام', 'ifham', '2023-10-03 22:28:59', '2023-10-03 22:28:59');
INSERT INTO `dictionary` VALUES (126061, 'أفخم', 'efham', '2023-10-03 22:28:59', '2023-10-03 22:28:59');
INSERT INTO `dictionary` VALUES (126062, 'أفرازته', 'efrahte', '2023-10-03 22:29:00', '2023-10-03 22:29:00');
INSERT INTO `dictionary` VALUES (126063, 'أفراد', 'efrad', '2023-10-03 22:29:00', '2023-10-03 22:29:00');
INSERT INTO `dictionary` VALUES (126064, 'إفراد', 'ifrad', '2023-10-03 22:29:01', '2023-10-03 22:29:01');
INSERT INTO `dictionary` VALUES (126065, 'أفراز', 'efraz', '2023-10-03 22:29:01', '2023-10-03 22:29:01');
INSERT INTO `dictionary` VALUES (126066, 'إفراز', 'ifraz', '2023-10-03 22:29:02', '2023-10-03 22:29:02');
INSERT INTO `dictionary` VALUES (126067, 'أفراس', 'efras', '2023-10-03 22:29:02', '2023-10-03 22:29:02');
INSERT INTO `dictionary` VALUES (126068, 'إفراط', 'ifrat', '2023-10-03 22:29:02', '2023-10-03 22:29:02');
INSERT INTO `dictionary` VALUES (126069, 'إفراغ', 'ifrağ', '2023-10-03 22:29:03', '2023-10-03 22:29:03');
INSERT INTO `dictionary` VALUES (126070, 'أفرنج', 'efrenc', '2023-10-03 22:29:03', '2023-10-03 22:29:03');
INSERT INTO `dictionary` VALUES (126071, 'أفروخته', 'efruhte', '2023-10-03 22:29:04', '2023-10-03 22:29:04');
INSERT INTO `dictionary` VALUES (126072, 'أفروز', 'efruz', '2023-10-03 22:29:04', '2023-10-03 22:29:04');
INSERT INTO `dictionary` VALUES (126073, 'آفرین', 'Afrin', '2023-10-03 22:29:05', '2023-10-03 22:29:05');
INSERT INTO `dictionary` VALUES (126074, 'أفزا', 'efza', '2023-10-03 22:29:05', '2023-10-03 22:29:05');
INSERT INTO `dictionary` VALUES (126075, 'أفزایش', 'efzayiş', '2023-10-03 22:29:06', '2023-10-03 22:29:06');
INSERT INTO `dictionary` VALUES (126076, 'أفزود', 'efruz', '2023-10-03 22:29:06', '2023-10-03 22:29:06');
INSERT INTO `dictionary` VALUES (126077, 'أفزون', 'efzun', '2023-10-03 22:29:07', '2023-10-03 22:29:07');
INSERT INTO `dictionary` VALUES (126078, 'إفساد', 'ifsad', '2023-10-03 22:29:07', '2023-10-03 22:29:07');
INSERT INTO `dictionary` VALUES (126079, 'أفسار', 'efsar', '2023-10-03 22:29:07', '2023-10-03 22:29:07');
INSERT INTO `dictionary` VALUES (126080, 'أفسانه', 'efsane', '2023-10-03 22:29:08', '2023-10-03 22:29:08');
INSERT INTO `dictionary` VALUES (126081, 'أفسر', 'efser', '2023-10-03 22:29:08', '2023-10-03 22:29:08');
INSERT INTO `dictionary` VALUES (126082, 'أفسرده', 'efserde', '2023-10-03 22:29:09', '2023-10-03 22:29:09');
INSERT INTO `dictionary` VALUES (126083, 'أفسوس', 'efsus', '2023-10-03 22:29:09', '2023-10-03 22:29:09');
INSERT INTO `dictionary` VALUES (126084, 'أفسون', 'efsun', '2023-10-03 22:29:10', '2023-10-03 22:29:10');
INSERT INTO `dictionary` VALUES (126085, 'إفشاء', 'ifşa\'', '2023-10-03 22:29:10', '2023-10-03 22:29:10');
INSERT INTO `dictionary` VALUES (126086, 'أفشان', 'efşan', '2023-10-03 22:29:10', '2023-10-03 22:29:10');
INSERT INTO `dictionary` VALUES (126087, 'أفصح', 'efsah', '2023-10-03 22:29:11', '2023-10-03 22:29:11');
INSERT INTO `dictionary` VALUES (126088, 'أفضال', 'efdal', '2023-10-03 22:29:11', '2023-10-03 22:29:11');
INSERT INTO `dictionary` VALUES (126089, 'أفضل', 'efdal', '2023-10-03 22:29:12', '2023-10-03 22:29:12');
INSERT INTO `dictionary` VALUES (126090, 'أفضلیت', 'efdaliyyet', '2023-10-03 22:29:12', '2023-10-03 22:29:12');
INSERT INTO `dictionary` VALUES (126091, 'إفطار', 'iftar', '2023-10-03 22:29:13', '2023-10-03 22:29:13');
INSERT INTO `dictionary` VALUES (126092, 'إفطاریه', 'iftariyye', '2023-10-03 22:29:13', '2023-10-03 22:29:13');
INSERT INTO `dictionary` VALUES (126093, 'أفعال', 'ef\'al', '2023-10-03 22:29:14', '2023-10-03 22:29:14');
INSERT INTO `dictionary` VALUES (126094, 'أفعی', 'ef\'a', '2023-10-03 22:29:14', '2023-10-03 22:29:14');
INSERT INTO `dictionary` VALUES (126095, 'أفعان', 'ef\'an', '2023-10-03 22:29:15', '2023-10-03 22:29:15');
INSERT INTO `dictionary` VALUES (126096, 'افق', 'afig', '2023-10-03 22:29:15', '2023-10-03 22:29:15');
INSERT INTO `dictionary` VALUES (126097, 'أفقر', 'efkar', '2023-10-03 22:29:16', '2023-10-03 22:29:16');
INSERT INTO `dictionary` VALUES (126098, 'إفك', 'ifk', '2023-10-03 22:29:16', '2023-10-03 22:29:16');
INSERT INTO `dictionary` VALUES (126099, 'أفكار', 'efkar', '2023-10-03 22:29:17', '2023-10-03 22:29:17');
INSERT INTO `dictionary` VALUES (126100, 'أفگار', 'efgar', '2023-10-03 22:29:17', '2023-10-03 22:29:17');
INSERT INTO `dictionary` VALUES (126101, 'أفكن', 'efgen', '2023-10-03 22:29:17', '2023-10-03 22:29:17');
INSERT INTO `dictionary` VALUES (126102, 'أفكنده', 'efkende', '2023-10-03 22:29:18', '2023-10-03 22:29:18');
INSERT INTO `dictionary` VALUES (126103, 'إفلاح', 'iflah', '2023-10-03 22:29:18', '2023-10-03 22:29:18');
INSERT INTO `dictionary` VALUES (126104, 'إفلا', 'iflas', '2023-10-03 22:29:19', '2023-10-03 22:29:19');
INSERT INTO `dictionary` VALUES (126105, 'أفلاطون', 'eflatun', '2023-10-03 22:29:19', '2023-10-03 22:29:19');
INSERT INTO `dictionary` VALUES (126106, 'أفلاق', 'eflak', '2023-10-03 22:29:20', '2023-10-03 22:29:20');
INSERT INTO `dictionary` VALUES (126107, 'إفلاق', 'iflak', '2023-10-03 22:29:20', '2023-10-03 22:29:20');
INSERT INTO `dictionary` VALUES (126108, 'أفلاك', 'eflak', '2023-10-03 22:29:21', '2023-10-03 22:29:21');
INSERT INTO `dictionary` VALUES (126109, 'إفناء', 'ifna\'', '2023-10-03 22:29:21', '2023-10-03 22:29:21');
INSERT INTO `dictionary` VALUES (126110, 'أفندی', 'efendi', '2023-10-03 22:29:21', '2023-10-03 22:29:21');
INSERT INTO `dictionary` VALUES (126111, 'أفواج', 'efvac', '2023-10-03 22:29:22', '2023-10-03 22:29:22');
INSERT INTO `dictionary` VALUES (126112, 'أفواه', 'efvah', '2023-10-03 22:29:22', '2023-10-03 22:29:22');
INSERT INTO `dictionary` VALUES (126113, 'أفه', 'efe', '2023-10-03 22:29:23', '2023-10-03 22:29:23');
INSERT INTO `dictionary` VALUES (126114, 'إفهام', 'ifham', '2023-10-03 22:29:23', '2023-10-03 22:29:23');
INSERT INTO `dictionary` VALUES (126115, 'أفه كیف', 'efekeyfe', '2023-10-03 22:29:23', '2023-10-03 22:29:23');
INSERT INTO `dictionary` VALUES (126116, 'أفئده', 'efide', '2023-10-03 22:29:24', '2023-10-03 22:29:24');
INSERT INTO `dictionary` VALUES (126117, 'آفیش', 'afyeş', '2023-10-03 22:29:24', '2023-10-03 22:29:24');
INSERT INTO `dictionary` VALUES (126118, 'أفیكه', 'efike', '2023-10-03 22:29:25', '2023-10-03 22:29:25');
INSERT INTO `dictionary` VALUES (126119, 'اقاده میا', 'akademiye', '2023-10-03 22:29:25', '2023-10-03 22:29:25');
INSERT INTO `dictionary` VALUES (126120, 'آقار', 'Akar', '2023-10-03 22:29:26', '2023-10-03 22:29:26');
INSERT INTO `dictionary` VALUES (126121, 'أقاریب', 'ekarib', '2023-10-03 22:29:26', '2023-10-03 22:29:26');
INSERT INTO `dictionary` VALUES (126122, 'أقاصی', 'ekasi', '2023-10-03 22:29:26', '2023-10-03 22:29:26');
INSERT INTO `dictionary` VALUES (126123, 'أقالیم', 'ekalim', '2023-10-03 22:29:27', '2023-10-03 22:29:27');
INSERT INTO `dictionary` VALUES (126124, 'إقامت', 'ikamet', '2023-10-03 22:29:27', '2023-10-03 22:29:27');
INSERT INTO `dictionary` VALUES (126125, 'إقامه', 'ikame', '2023-10-03 22:29:28', '2023-10-03 22:29:28');
INSERT INTO `dictionary` VALUES (126126, 'أقانیم', 'ekanim', '2023-10-03 22:29:28', '2023-10-03 22:29:28');
INSERT INTO `dictionary` VALUES (126127, 'أقاویل', 'ekavil', '2023-10-03 22:29:29', '2023-10-03 22:29:29');
INSERT INTO `dictionary` VALUES (126128, 'إقبال', 'ikbal', '2023-10-03 22:29:29', '2023-10-03 22:29:29');
INSERT INTO `dictionary` VALUES (126129, 'أقبح', 'ekbah', '2023-10-03 22:29:30', '2023-10-03 22:29:30');
INSERT INTO `dictionary` VALUES (126130, 'أقتار', 'aktar', '2023-10-03 22:29:30', '2023-10-03 22:29:30');
INSERT INTO `dictionary` VALUES (126131, 'إقتباس', 'iktibas', '2023-10-03 22:29:31', '2023-10-03 22:29:31');
INSERT INTO `dictionary` VALUES (126132, 'إقتحام', 'iktiham', '2023-10-03 22:29:31', '2023-10-03 22:29:31');
INSERT INTO `dictionary` VALUES (126133, 'إقتداء', 'iktida\'', '2023-10-03 22:29:31', '2023-10-03 22:29:31');
INSERT INTO `dictionary` VALUES (126134, 'إقتدار', 'iktidar', '2023-10-03 22:29:32', '2023-10-03 22:29:32');
INSERT INTO `dictionary` VALUES (126135, 'إقتراب', 'iktirab', '2023-10-03 22:29:32', '2023-10-03 22:29:32');
INSERT INTO `dictionary` VALUES (126136, 'إقتراح', 'iktirah', '2023-10-03 22:29:33', '2023-10-03 22:29:33');
INSERT INTO `dictionary` VALUES (126137, 'إقتراض', 'iktiraz', '2023-10-03 22:29:33', '2023-10-03 22:29:33');
INSERT INTO `dictionary` VALUES (126138, 'إقتران', 'iktiran', '2023-10-03 22:29:34', '2023-10-03 22:29:34');
INSERT INTO `dictionary` VALUES (126139, 'إقتسام', 'iktisam', '2023-10-03 22:29:34', '2023-10-03 22:29:34');
INSERT INTO `dictionary` VALUES (126140, 'إقتصاد', 'iktisad', '2023-10-03 22:29:35', '2023-10-03 22:29:35');
INSERT INTO `dictionary` VALUES (126141, 'إقتصار', 'iktisar', '2023-10-03 22:29:35', '2023-10-03 22:29:35');
INSERT INTO `dictionary` VALUES (126142, 'إقتضاء', 'iktiza\'', '2023-10-03 22:29:36', '2023-10-03 22:29:36');
